	summarized	lineages	abundances	resid	coverage
WK106-4026	[('Omicron', 0.973673291972968)]	XAS BA.2.37 BA.2.10 BQ.1.1.29 BQ.1.22 BQ.1.1.30 XN XBB.9 XBB.1.5.23 BQ.1.18 BA.2.51 BA.2.66 BA.4.1.1 BQ.1.1.62 BQ.1.25.1 BQ.1.1.51	0.38597939 0.23539802 0.18199955 0.14627200 0.00372808 0.00315956 0.00306495 0.00289408 0.00193798 0.00188442 0.00163979 0.00123396 0.00117555 0.00116637 0.00108696 0.00105263	8.43365830867187	57.91392168009899
WK106-4027	[('Omicron', 0.9739243770913892)]	XBB.1 BQ.1.1.11 BQ.1.1 BQ.1.1.17 BQ.1.1.52 EA.2 BQ.1.1.15 BQ.1.1.67 BQ.1.9 BQ.1.1.3 BQ.1.1.64 BQ.1.1.70 XBB.1.5.23 XBB.1.15 XBB.1.13 BQ.1.1.56 BQ.1.1.25 BQ.1.1.62 BE.6	0.53969384 0.06854625 0.06854625 0.06854625 0.06854625 0.06854625 0.06854625 0.00395257 0.00367225 0.00243417 0.00174073 0.00167599 0.00160206 0.00160206 0.00160206 0.00122537 0.00122262 0.00116389 0.00105930	10.926947259980139	64.79283015082099
WK106-4028	[('Omicron', 0.9636866347473283)]	XAS XBB.1.5.23 XBB.1.13 BQ.1.1.34 XBB.1.5.47 XBB.1.5.1 BQ.1.22 FD.2 XBB.1.21 BQ.1.18 BA.2.73 BQ.1.1.56 BQ.1.1.25 BA.2.3.2 BA.2.76 BA.2.68 BQ.1.1.43	0.52305521 0.14430250 0.14430250 0.11379656 0.01721909 0.00298954 0.00280483 0.00247611 0.00186663 0.00177560 0.00157070 0.00145945 0.00138527 0.00124322 0.00116295 0.00115035 0.00112613	15.876477359285587	75.74825268367722
WK106-4029	[('Omicron', 0.9791718938636383)]	XBB.1 BQ.1.1.68 BQ.1.1.41 BQ.1.16 BQ.1.23 BQ.1.27 BQ.1.26.1 XBB.1.6 BQ.1.1.21 BQ.1.1.18 XBB.5 BQ.1.10 BQ.1.1.61 BQ.1.1.74 BQ.1.1.56 BQ.1.21	0.49055774 0.16803969 0.16666700 0.03908073 0.03908073 0.03908073 0.01708470 0.00437637 0.00433839 0.00312913 0.00164165 0.00159645 0.00136020 0.00106386 0.00105205 0.00102249	8.290842525605596	44.11263083971508
WK106-4030	[('Omicron', 0.9739352394170894)]	DN.1.1 DN.1.1.4 DN.1.1.2 DN.1 BE.1.1 CN.1 BQ.1.18 BF.19 BQ.1.32 BQ.1.21 BQ.1.1.25 BQ.1.1.56 BQ.1.1.62 BQ.1.1.61 BQ.1.26	0.20787352 0.20787352 0.20787352 0.20787352 0.12583597 0.00374065 0.00235849 0.00181543 0.00159872 0.00134115 0.00125604 0.00114620 0.00113895 0.00113895 0.00107061	4.690984977995248	46.63746112430191
WK106-4031	[('Omicron', 0.9707070375493342)]	BA.5.11 BE.1.2 BQ.1.1.53 BQ.1.1 BQ.1.1.32 BQ.1.1.9 BQ.1.1.31 BQ.1.1.21 BQ.1.1.74 BQ.1.1.25 BQ.1.1.67 BQ.1.1.11 BQ.1.1.37 BQ.1.1.45 BQ.1.1.64 DT.1 DT.3 XBE BQ.1.1.70 BQ.1.1.44 BQ.1.9 BQ.1.1.56 BE.6 BQ.1.1.34 BQ.1.1.6 DN.1	0.21713396 0.06188171 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.04446893 0.00732047 0.00481916 0.00381316 0.00291829 0.00123468 0.00120921 0.00119804 0.00114416 0.00100029	9.93443546441314	48.42323512691034
WK106-4033	[('Omicron', 0.9757120015690393)]	FL.2.1 XBB.1.5.22 BQ.1.1.61 BQ.1.1.18 BQ.1.1 BQ.1.1.69 BQ.1.1.16 BQ.1.1.40 BQ.1.1.21 FA.1 BQ.1.1.11 BQ.1.1.6 BQ.1.1.29 BQ.1.1.62 BQ.1.1.10 BQ.1.1.5 XBB.1.6 BQ.1.1.17 BQ.1.1.63 XBB.5 BQ.1.22 FM.1 ED.1 FL.1 BA.4.1.1 BQ.1.1.51 BQ.1.1.23 BQ.1.1.74 BQ.1.1.26 BQ.1.18	0.25369214 0.05901090 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.04852730 0.00870286 0.00305810 0.00203978 0.00194932 0.00194363 0.00188212 0.00183225 0.00154321 0.00153911 0.00147493 0.00144823 0.00129618 0.00122752 0.00116009 0.00105671	9.390454250789631	41.102899374644686
WK106-4034	[('Omicron', 0.9835840321728514), ('Other', 0.0010539476665820924)]	BQ.1.1.5 BQ.1.1.57 BQ.1.1 BQ.1.1.15 BQ.1.1.11 BQ.1.1.16 BQ.1.1.69 BQ.1.1.18 BQ.1.9 BQ.1.1.64 BQ.1.1.67 BQ.1.1.70 BQ.1.1.12 DW.1 BQ.1.1.56 BE.6 B.1.190	0.43660961 0.16241300 0.07115515 0.07115515 0.07115515 0.07115515 0.07115515 0.00698460 0.00559701 0.00438596 0.00434783 0.00215738 0.00166898 0.00134710 0.00115391 0.00114292 0.00105395	7.340214731790559	52.419489683309365
WK111-4243	[('Omicron', 0.9842180396800321)]	BA.5.2.23 BA.5.2.4 BE.1.1 BE.1 BE.1.2 BE.1.2.1 BA.5.3.1 XBB.1.14 XBB.1.5.18 XBB.1.7 XBB.1.5.11 XBB.1.5.47 XBB.1.5.40 XBB.1.5.28 XBB.1.5.1 XBB.1.5.4 XBB.1.18 XBB.1.30 XBB.1.5.33 XBB.1.4 XBB.1.5.52 XBB.1.5.14 XBB.1.15 XBB.1.5 XBB.1.24 XBB.1.5.7 XBB.1.6 XBB.1.5.49 XBB.1.5.15 FD.1.1 FT.1 FD.1 FD.2 XBB.1.5.46 XBB.1.5.19 XBB.1.5.25 XBB.1.5.39 XBB.1.13 FE.1 XBB.1.5.34 EM.1 XBB.1.18.1 XBB.1.5.24 XBB.1.5.23 XBB.1.5.43 BE.12 XM XAL FM.1 XW BF.7.17 BQ.1.1.12 BA.2.72 XBB.3.3	0.14212229 0.14212229 0.03813297 0.03813297 0.03813297 0.03813297 0.03813297 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.01297245 0.00372825 0.00257959 0.00257959 0.00142963 0.00133448 0.00133163 0.00116779 0.00113532 0.00106908	0.9281443428450987	4.360766478279771
WK111-4244	[('Error', 1.00)]	Error	1.00	-1	-1
WK111-4246	[('Omicron', 0.9831892970833527), ('Other', 0.005147409969643468)]	XBB.1.5.27 XBB.1.5.7 XBB.1.5.16 XBB.1.5.28 XBB.1.5.1 XBB.1.5.4 XBB.1.5.18 XBB.1.5.33 XBB.1.5 XBB.1.5.46 XBB.1.14 XBB.1.21 XBB.1.15 XBB.1.4 XBB.1.7 XBB.1.13 XBB.1.5.40 XBB.1.5.47 XBB.1.5.11 XBB.1.5.52 XBB.1.5.43 XBB.1.5.24 XBB.1.5.22 EM.1 XBB.1.5.34 XBB.1.5.10 FG.3 XBB.1.5.39 XBB.1.5.49 XBB.1.5.25 XBL XBL.3 XBB.1.5.8 XBB.1.10	0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.03268461 0.00257370 0.00257370 0.00152680 0.00112408	2.5355802656240067	7.748386449520115
WK111-4247	[('Omicron', 0.9761457022252178)]	BA.2.82 BA.2.76 BA.5.6.3 BA.5.3.5 BA.5.11 BQ.1.1.70 BA.5.2.39 BP.1 BF.7.17 BW.1.2	0.32895488 0.32895488 0.10334692 0.10334692 0.10334692 0.00237338 0.00215749 0.00145140 0.00113968 0.00107325	3.026640092929864	11.095876667892854
WK111-4248	[('Omicron', 0.9835700867092153), ('Other', 0.0011779656004451005)]	BA.2.76 BA.5.6.3 BA.5.11 BF.7.17 BP.1 B.1.1.403	0.96044577 0.01578843 0.00434239 0.00151670 0.00147679 0.00117797	4.563306241411945	13.406681603852457
WK111-4249	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4250	[('Omicron', 0.9898219635127619)]	BA.2.50 BA.5.6.3 BA.5.3.5 BA.5.11 XAS BA.2.15 BA.2.19 BA.3 CN.1 BA.5.1.17 BQ.1.21 XAC BA.4.4 BA.5.2.19	0.25000000 0.16448310 0.16448310 0.16448310 0.15169253 0.03499154 0.03499154 0.00708069 0.00524146 0.00398720 0.00322649 0.00265366 0.00147362 0.00103394	0.3627012862245866	2.892686352539879
WK111-4251	[('Omicron', 0.9892784168057553)]	XBB.1.5.13 XBB.1.5.42 XBB.1.5.37 XBB.1.5.8	0.98478724 0.00172745 0.00159291 0.00117082	5.571125826603522	36.421094873424074
WK111-4252	[('Omicron', 0.9749482194423252)]	CH.1.1 CH.1.1.3 CB.1 BM.4.1.1 CH.2 BM.1.1 BY.1 CH.1 BM.1.1.1 CH.1.1.5 BM.1.1.5 BM.2 CH.1.1.1 CJ.1 BA.2.75.9 CH.1.1.11 CJ.1.3 XBK BA.2.75.6 CH.1.1.19 CJ.1.2 CJ.1.1 CH.1.1.12 BM.2.3 BA.4.1.9 CA.7 BF.34 CV.2 BM.1.1.3 CA.3.1 BP.1	0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.03919319 0.02472438 0.00197624 0.00175009 0.00158257 0.00158257 0.00142906 0.00126685	2.7539060897296657	17.346085677022373
WK111-4253	[('Omicron', 0.9784758585407777)]	BA.2.10.3 BA.2.10 BA.2.3.7 DE.1 BA.2.50 XW BA.2.2 BA.5.12 XBB.1.1	0.48107135 0.48107135 0.00458047 0.00302813 0.00262697 0.00174113 0.00173717 0.00139022 0.00122906	3.6782557785807786	16.536802327525667
WK92-3409	[('Omicron', 0.9851170108067718)]	BF.10 BQ.1.21 BA.5.5.3	0.98257516 0.00134506 0.00119679	3.692614009868686	54.74032705748587
WK92-3410	[('Omicron', 0.9830294083637972)]	BF.10 BF.10.1 BA.5.1.23 BF.26 BF.40 BF.7.5.1 BA.5.7 BF.9 EQ.1	0.48175363 0.48175363 0.00487679 0.00407983 0.00407983 0.00314218 0.00115732 0.00115407 0.00103213	2.9253726574013506	42.574323646456875
WK92-3418	[('Omicron', 0.9800599615466412), ('Other', 0.0015240219685065462)]	BF.10 BA.5.2.23 BA.5.2.8 BA.5.2.21 BA.5.2.44 BA.5.2.2 BA.5.2.19 BA.5.2.25 BA.5.2.38 BF.10.1 B.1.97 BA.5.2.51 CN.1 BF.7.26	0.44405317 0.34207284 0.15197357 0.01223874 0.01197600 0.00495616 0.00396040 0.00185151 0.00173913 0.00167785 0.00152402 0.00142694 0.00110375 0.00102990	6.8355238376496885	52.00147142427181
WK92-3419	[('Omicron', 0.9701734020614854)]	BF.10 BA.5.5 BF.40 BF.26 DE.2 BA.5.12 BA.5.5.1 BE.13 CN.1 CN.2 BW.1	0.92983286 0.01346314 0.00585859 0.00585859 0.00376430 0.00224791 0.00218712 0.00216998 0.00185300 0.00159138 0.00134654	6.781178186484151	43.11607531016955
WK92-3420	[('Omicron', 0.9825396187041525)]	BF.10 BF.40 BF.26 BA.5.5.3	0.96834347 0.00657165 0.00657165 0.00105285	6.803710563884749	45.07240076246531
WK92-3421	[('Omicron', 0.9832386248897029)]	BF.10 BA.5.11 BF.26 BF.7.26 BE.2 BF.27 BF.7.3 BF.36 BA.5.2.41	0.82836900 0.09601683 0.02330420 0.02109700 0.00454545 0.00299850 0.00293600 0.00277008 0.00120156	3.9339426824442194	48.1021971039695
WK92-3422	[('Omicron', 0.9781880710036082), ('Other', 0.0012318300008614031)]	BA.5.2.4 BF.7.4.1 BF.10.1 BF.10 BF.26 BF.40 BA.5.9 XAH BF.9 BF.6 BF.4 BF.39 BF.28 BF.12 BA.5.2.1 BF.20 BF.15 BF.25 BA.5.5.3 BF.21 BF.7.20 BF.7.18 BA.5.2.43 BF.19 BQ.1.21 BF.7.6 BA.5.2.47 B.1.1.251	0.30947430 0.20740700 0.17188550 0.17188550 0.02365655 0.02365655 0.01063830 0.00989762 0.00582524 0.00323265 0.00323265 0.00323265 0.00323265 0.00323265 0.00323265 0.00323265 0.00323265 0.00323265 0.00232198 0.00216450 0.00176991 0.00163265 0.00161725 0.00139179 0.00130605 0.00128370 0.00127986 0.00123183	5.316146735007867	51.335986355884025
WK92-3423	[('Omicron', 0.9771313874140353)]	BF.10 BF.10.1 BA.5.1 BA.5.1.35 BA.5.1.12 BA.5.1.34 BF.7.26 BF.40 BF.26 BA.5.1.2 BA.5.1.17 BA.5.1.23 BF.7.16 BF.11 BA.5.1.7 BA.5.1.5 BF.7.19.1 BF.9 BF.7.3	0.34913242 0.34913242 0.05111213 0.05111213 0.05111213 0.05111213 0.03383460 0.00836571 0.00836571 0.00520833 0.00297177 0.00279105 0.00274422 0.00225989 0.00208333 0.00177395 0.00165017 0.00119119 0.00117813	7.0266369912727225	61.090860448784404
WK92-3424	[('Omicron', 0.9639720852334691)]	BE.1 BA.4.8 BA.5 BF.10 XAS BF.26 BA.2.3.16 BA.5.1 BA.5.1.28 BA.5.1.12 BA.5.1.35 BA.5.1.34 BA.5.1.6 BA.5.1.11 BQ.2 BA.2.40 DE.1 BA.5.1.16 BE.2 BA.5.11 BQ.1.21 XN BE.1.4.1 BA.4.1.10 BA.5.5.3 BA.5.1.17 BA.2.61 BE.12 BA.5.1.5 BA.2.45 BA.2.9.4 BA.2.8 BA.5.1.23 BA.2.68	0.30853885 0.27891538 0.15491590 0.09850368 0.02228470 0.01965709 0.00660211 0.00486832 0.00486832 0.00486832 0.00486832 0.00486832 0.00486832 0.00486832 0.00484136 0.00358974 0.00300300 0.00298507 0.00257069 0.00229048 0.00226700 0.00225500 0.00213523 0.00208469 0.00152120 0.00141119 0.00136768 0.00123305 0.00120700 0.00117286 0.00116618 0.00116279 0.00113018 0.00108173	12.474840236176838	67.08691435641909
WK92-3425	[('Omicron', 0.9837883513186733), ('Other', 0.0014409350692262592)]	BF.10 BA.5.1.23 BF.10.1 B.1.1.416	0.97761442 0.00433618 0.00183775 0.00144094	3.28465182793462	50.45982008494131
WK96-3583	[('Omicron', 0.9836911195125906), ('Other', 0.0011156599989506296)]	BA.5 XBR BA.5.1.31 DE.2 B.1.1.388	0.97435260 0.00579061 0.00183993 0.00170798 0.00111566	6.461804818603986	41.89880613985219
WK96-3584	[('Omicron', 0.989020129514965)]	BN.1.5 BN.1.3 BN.1 BN.1.5.2 BN.1.7 DS.1 BN.1.4.3	0.32694694 0.32694694 0.32694694 0.00241765 0.00211500 0.00183425 0.00181242	2.9517028452596072	33.13045513828044
