	summarized	lineages	abundances	resid	coverage
WK104-3960	[('Omicron', 0.9807285998749805)]	BQ.2 BE.1.1.1 BA.5.1.18 BQ.1.1.67 BQ.1.7 BQ.1.10.2 BQ.1.21	0.48427255 0.48427255 0.00661762 0.00158404 0.00142045 0.00140766 0.00115372	5.51437883601745	36.10674514262783
WK104-3961	[('Other', 0.5067427845003718), ('Omicron', 0.46537473850931343)]	XBL BA.5.3.5 XBB.1.5.7 XBB.1.30 XBB.1.5.18 XBB.1.5.33 XBB.2 XBB.1.5.14 XBB.2.8 XBB.1.5 XBB.1.1 XBB.1.3 XBN XBB.2.6 XBB.1.21 XBB.2.4 XBB.1.15 XBB.1.18 XBB.1.5.28 XBB.1.5.40 XBB.1.5.47 XBB.1.5.52 XBB XBB.1 FE.1 XBB.1.5.21 XBB.1.5.10 XBB.1.5.34 EM.1 XBB.1.5.22 XBB.1.18.1 XBB.1.5.24 XBB.1.5.23 XBB.1.5.43 XBB.1.6 XBB.1.13 BA.5.11 XBB.1.4.1 XAP XAH CV.2 BW.1.2 XBB.1.5.29 XBB.1.5.42 BQ.1.8.2 XBB.1.11.1 XBB.1.11	0.49611765 0.08503343 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.01062513 0.00867767 0.00362319 0.00331678 0.00331678 0.00309925 0.00181189 0.00169319 0.00109601 0.00103595 0.00102064 0.00102064	4.201865603238911	24.596194361769722
WK104-3962	[('Omicron', 0.9834815600740202), ('Other', 0.0038860100000522677)]	BF.24 BW.1 BA.5.3 BA.5.5 BA.5.3.4 BA.5.3.2 BA.5.3.3 BA.5.11 BA.5.6 BA.5.3.5 BA.5.5.3 BA.5.6.2 BA.5.6.3 BW.1.2 B.1.1.227 BQ.1.1 BQ.1.1.47 BQ.1.1.74 BQ.1.1.21 BQ.1.1.31 BQ.1.1.9 BQ.1.1.51 BQ.1.1.14 BQ.1.1.17 BQ.1.1.72 BQ.1.1.16 BQ.1.1.69 BQ.1.1.32 DN.1.1.4 BQ.1.1.67 BQ.1.19 BQ.1.24 BQ.1.31 BE.1.1.1 BQ.2 BQ.1 BQ.1.7 BQ.1.20 BQ.1.14 BQ.1.2 BQ.1.9 BQ.1.5 BQ.1.10 BQ.1.1.53 BQ.1.6 BQ.1.3 BQ.1.17 BQ.1.1.6 DN.1.1.1 BQ.1.1.52 BQ.1.1.41 BQ.1.1.5 DR.1 BQ.1.1.2 BQ.1.1.48 BQ.1.1.23 ED.3 ED.2 BQ.1.27 BQ.1.23 FN.1 FM.1 EW.2 BQ.1.16 EW.1 BQ.1.8 DN.1 BQ.1.8.1 DN.1.1 BQ.1.8.2 DN.1.1.2 BQ.1.22 EA.2 BQ.1.1.29 DT.3 BQ.1.1.58 BQ.1.1.11 BQ.1.1.37 BQ.1.1.36 BQ.1.1.3 BQ.1.1.18 BQ.1.1.15 BQ.1.1.45 BQ.1.1.64 DT.1 DT.2 BQ.1.1.68 FC.1 CW.1 BQ.1.1.63 BQ.1.1.34 BQ.1.1.20 BQ.1.1.25 BQ.1.1.38 BQ.1.1.66 DW.1 BF.39.1 BF.7.3 BQ.1.1.59 BA.2.76.1	0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.05222258 0.00388601 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00306093 0.00204883 0.00185828 0.00136054 0.00117702 0.00104622	3.906405131425874	5.715145637561449
WK106-4023	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK106-4024	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK106-4026	[('Omicron', 0.9854727902908064), ('Other', 0.0018406449997320667)]	BQ.1.1.61 BQ.1.1.62 DT.3 BQ.1.1.11 EH.1 DT.2 DT.1 BQ.1.1.46 BQ.1.1.64 BQ.1.1.45 BQ.1.1.15 BQ.1.1.18 BQ.1.1.37 BQ.1.1.52 FC.1 BQ.1.1.53 BQ.1.1.6 BQ.1.1.66 BQ.1.1.47 BQ.1.1.67 BQ.1.1.74 BQ.1.1.31 BQ.1.1.56 BQ.1.1.22 BQ.1.1.9 BQ.1.1.8 BQ.1.1.63 BQ.1.1.72 BQ.1.1.30 DK.1 DU.1 BQ.1.1 BQ.1.16 BQ.1.1.28 BQ.1.1.32 EN.1 BQ.1.1.69 DM.1 BQ.1.23 BQ.1.27 ED.2 BQ.1.1.23 BQ.1.1.49 BQ.1.1.48 BQ.1.1.16 BQ.1.1.2 BQ.1.1.5 EA.2 FM.1 BQ.1.1.55 ER.1 BQ.1.1.24 BQ.1.1.21 FF.1 BQ.1.1.41 XN BQ.1.1.73 B.1.560 BQ.1.1.43 EZ.1 BA.2.3	0.16484168 0.16484168 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.01275510 0.00364299 0.00252845 0.00249377 0.00224497 0.00224215 0.00184064 0.00182482 0.00182482 0.00123226	1.7732865847187793	16.0117713941745
WK106-4027	[('Omicron', 0.8285797861033947), ('Other', 0.14290080063257163)]	XBS XBL XBP BA.2.18 BA.2.40 BA.2.19 BA.2.10.3 BA.2.33 BA.2.11 BA.2.39 BA.2.63 BA.2.29 BA.2.30 BA.2.64 BA.2.23 BA.2.10 BA.2.15 BA.2.1 BA.2.27 BA.2.48 XAA XW XL XQ XE BA.2.5 BA.2.56 BA.2 BQ.1.1.2 BA.2.3.2 BA.2.3.16 BQ.1.21 XBB.1.10 BA.3 XBB.1.5.42 BQ.1.18 BA.2.10.4 BQ.1.4 XBB.1.5.8	0.36532000 0.14290080 0.06397271 0.02748759 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.01405819 0.00684932 0.00606125 0.00574363 0.00316256 0.00308400 0.00276297 0.00165577 0.00148023 0.00123430 0.00122095 0.00114794	5.911106424067857	14.125673009397051
WK106-4028	[('Omicron', 0.9844253768235361)]	XBB.1.5.52 XBB.1.5.33 XBB.1.5.18 XBB.1.5.4 XBB.1.5.28 XBB.1.5.16 XBB.1.5.40 XBB.1.5.47 XBB.1.5.11 FT.1 EM.1 XBB.1.5.10 FG.3 FG.2 XBB.1.5.7 XBB.1.5.14 XBB.1.5.39 XBB.1.5.49 XBB.1.5.6 XBB.1.5.25 XBB.1.5.46 XBB.1.5 XBB.1.5.27 XBB.1.5.3 XBB.1.5.41 XBB.1.10 XBB.1.5.44 XBB.2.6 XBB.1.5.42 XBB.1.5.8	0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.04047740 0.00315956 0.00308252 0.00270270 0.00139227 0.00132679 0.00130394	3.8507007761888867	27.492224860381903
WK106-4029	[('Omicron', 0.9717563822018777)]	BA.2.74 BA.2.76 BA.2.82 BA.5.1.27 BA.5.1.28 BF.5.1 BA.5.2.47 BA.5.2.6 CR.1 CP.1 CP.3 CP.1.2 BA.5.2.39 CP.1.3 BF.7.19 BF.7 BF.7.12 BF.7.26 BF.7.7 BF.7.18 BF.7.8 BF.7.23 BF.7.16 BF.7.13 BF.7.15 BF.7.27 BF.11.3 BF.11 CP.8 BQ.1.1.62 BP.1	0.14986008 0.14986008 0.14986008 0.11452390 0.11452390 0.01562500 0.01366739 0.01366739 0.01366739 0.01366739 0.01366739 0.01366739 0.01366739 0.01366739 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.01306308 0.00343268 0.00343268 0.00164067 0.00162578 0.00127542	2.101478108543712	9.54419289034545
WK106-4030	[('Omicron', 0.7188826028843737), ('Other', 0.26304329159246254)]	XBL XBL.3 BQ.1.1.2 BQ.1.8.2 BQ.1.31 BQ.1.17 BQ.1.3 XBP BQ.1.19 BQ.1.27 BQ.1.23 BQ.1.6 BQ.1.14 BQ.1.16 BQ.1 BQ.2 BQ.1.8 BE.1.1.1 BQ.1.8.1 BQ.1.7 BQ.1.1.53 BQ.1.1.67 BQ.1.1.47 BQ.1.1.66 BQ.1.1.6 BQ.1.1.11 BQ.1.1.52 BQ.1.22 BQ.1.1.58 BQ.1.1.37 BQ.1.1.21 BQ.1.1.74 BQ.1.1 BQ.1.1.31 BQ.1.1.13 BQ.1.1.9 BQ.1.1.17 BQ.1.1.72 BQ.1.1.16 BQ.1.1.69 BQ.1.1.32 XBS BQ.1.1.36 BQ.1.24 BQ.1.9 BQ.1.1.1 BQ.1.18 EY.1 BQ.1.1.48 BQ.1.1.3 FM.2 EA.1 EA.2 BQ.1.1.5 CZ.2 DR.1 ED.2 BQ.1.1.38 BQ.1.1.41 EW.2 DR.2 EF.1.2 EF.1.1 EW.1 EF.1.1.1 BQ.1.1.29 FM.1 BQ.1.1.25 DT.2 BQ.1.1.18 BQ.1.1.15 BQ.1.1.45 BQ.1.1.64 BQ.1.1.46 BQ.1.1.50 BQ.1.1.34 DT.1 DT.3 BQ.1.1.68 FC.1 BQ.1.1.63 EF.1 EF.2 BQ.1.1.30 XBB.1.5.8 BQ.1.25.1 XBN XBB.6.1 XBB.3.3 BQ.1.21	0.13084960 0.13084960 0.02839261 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.02470081 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00412688 0.00157048 0.00153846 0.00134409 0.00121951 0.00109112 0.00103654	2.6820624720303234	10.671170116710698
WK106-4031	[('Error', 1.00)]	Error	1.00	-1	-1
WK106-4033	[('Omicron', 0.9655964339895761), ('Other', 0.002888664202266028)]	BQ.1.1.49 BE.13 BE.9 BE.11 BQ.1.1.12 BA.2.64 BA.2.10.1 BA.2.10.3 BA.2.33 BA.2.11 BA.2.40 BA.2.62 BA.2.30 BA.2.8 BA.2.10 BA.2.23 BA.2.17 BA.2.1 BA.2.31 BA.2.27 BA.2.29 BA.2.5 BA.2.4 BA.2.56 BA.2 BA.2.37 BA.2.57 BA.2.68 BG.5 XQ BA.2.12 BG.1 XW XAJ BA.2.31.1 BA.2.12.1 BA.2.39 BA.2.15 BF.7.20 B.1.1.227 XBB.1.10 BE.4.1 BE.4.1.1 CQ.2 BA.5.2.25 BA.5.2.39 BA.2.66 BF.39.1 BA.2.76.1	0.25000000 0.06665507 0.06665507 0.06665507 0.01733969 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.01450689 0.00431034 0.00288866 0.00261477 0.00217865 0.00217865 0.00217865 0.00143004 0.00143004 0.00110040 0.00107226 0.00107044	2.7410552205461864	5.728522221850651
WK106-4034	[('Omicron', 0.9890675277472879)]	BE.11 BE.9 BQ.1.1.61 EZ.1 BQ.1.1.43 BQ.1.1.62 BA.5.1.5 BA.5.1.4 BA.5.1.35 BA.5.1.16 BA.5.1.12 BA.5.1.24 BA.5.1.17 BA.5.1.33 BA.5.1.22 BA.5.1 BA.5.1.7 BA.5.1.6 BQ.2 BQ.1.5 BQ.1.10 BQ.1.19 BQ.1 BQ.1.7 BQ.1.14 BQ.1.31 BE.1.1.1 BQ.1.27 BQ.1.6 BQ.1.26 BQ.1.3 BQ.1.2 BQ.1.23 BQ.1.15.2 BQ.1.16 BQ.1.8 BQ.1.8.1 BQ.1.15 BA.5.2.21 CN.1 XAT BQ.1.26.1 BA.5.1.23 BA.5.12 BA.5.2.43 BE.13 BA.2.42 BA.5.1.26 BA.5.1.28 BA.5.1.27 BQ.1.1.66 BQ.1.1.51 BQ.1.1.67 BQ.1.1.74 BQ.1.1.31 BQ.1.1.13 BQ.1.1.9 BQ.1.1.16 BQ.1.1.17 BQ.1.1.72 BQ.1.1.69 BQ.1.1.32 BQ.1.1 BQ.1.24 BQ.1.9 BQ.1.1.47 EY.1 BQ.1.1.6 BQ.1.1.53 BQ.1.1.38 BQ.1.1.55 BQ.1.1.29 FM.1 FM.2 EA.2 CZ.1 CZ.2 DR.1 BQ.1.1.2 BQ.1.1.48 BQ.1.1.23 ED.2 FA.1 EN.1 BQ.1.1.41 FN.1 BQ.1.1.35 BQ.1.1.28 EF.1.2 EF.1.1 EW.1 EF.1.1.1 ET.1 EH.1 BQ.1.1.25 BQ.1.1.20 BQ.1.1.34 BQ.1.1.45 BQ.1.1.52 BQ.1.22 BQ.1.1.58 BQ.1.1.37 BQ.1.1.1 BQ.1.1.36 BQ.1.18 BQ.1.1.3 BQ.1.1.18 BQ.1.1.10 BQ.1.1.15 BQ.1.1.64 BQ.1.1.30 BQ.1.1.26 BQ.1.1.46 BQ.1.1.50 DT.1 DT.2 DT.3 BQ.1.1.68 FC.1 BQ.1.1.63 EF.1 EF.2 BQ.1.1.11	0.09927324 0.09927324 0.06250000 0.06250000 0.06250000 0.06250000 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01366222 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.01353174 0.00707250 0.00707250 0.00536616 0.00260225 0.00221517 0.00170614 0.00126149 0.00107638 0.00103117 0.00100770 0.00100770 0.00100770 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702 0.00100702	0.2028513910613417	6.377286559876936
WK111-4243	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4244	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4246	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4247	[('Omicron', 0.9741813770968097)]	XBB.1.5.51 XBB.1.5.3 XBB.1.5.7 XBB.1.5.21 XBB.1.5.10 XBB.1.5.33 XBB.1.5.34 EM.1 FT.1 XBB.1.5.52 XBB.1.5.2 XBB.1.5.11 XBB.1.5.47 XBB.1.5.40 XBB.1.5.36 XBB.1.5.12 XBB.1.5.28 XBB.1.5.18 XBB.1.5.14 XBB.1.5 XBB.1.5.20 XBB.1.5.48 FD.2 XBB.1.5.27 XBB.1.5.46 XBB.1.5.29 XBB.1.5.37 XBB.1.5.30 XBB.1.5.32 XBB.1.5.25 XBB.1.5.49 XBB.1.5.39 XBB.1.5.15 BF.26 BA.5.5.3 BF.38 CH.1.1.5 XBB.1.4.1 BF.35 BA.2.38.2 BA.5.1.9 BA.2.76.1 BF.23 BN.1.4.3 CL.1.1 BA.5.1.6 CH.3 BA.2.18 XCB XBB.6.1 FD.1.1 FD.1 DS.2 XBB.1.5.1 BF.34 BP.1 CM.8.1.3 BF.2	0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.02720060 0.01390730 0.00680800 0.00657895 0.00657895 0.00393185 0.00366300 0.00340136 0.00338524 0.00288600 0.00229358 0.00204360 0.00203481 0.00184502 0.00182482 0.00174274 0.00167707 0.00151592 0.00151515 0.00151515 0.00151288 0.00127551 0.00124636 0.00121017 0.00108578 0.00108225	1.0464753803029734	10.855098150687223
WK111-4248	[('Omicron', 0.9565841274516563), ('Other', 0.032722390601303136)]	XBB.1.5.22 XBB.1.9.3 XBB.1.5.18 EG.2 XBB.1.9.5 XBB.1.9.4 XBB.1.5.52 XBB.1.5.11 XBB.1.5.47 XBB.1.5.40 XBB.1.5.36 XBB.1.5.16 XBB.1.5.28 XBB.1.5.1 XBB.1.5.4 XBB.1.5.33 XBB.1.5.23 XBB.1.5.31 XBB.1.5.7 XBB.1.5.14 XBB.1.4.1 XBB.1.9 XBB.1.5 XBB.1.24 XBB.1.14 XBB.1.27 XBB.1.19.1 XBB.1.21 XBB.1.17 XBB.1.15 XBB.1.5.43 XBB.1.5.24 XBB.1.18 XBB.1.18.1 XBB.1 XBB.1.22.2 XBB.1.9.2 XBB.1.19 XBB.1.5.27 XBB.1.5.46 XBB.1.22 FL.2.1 XBB.1.5.19 XBB.1.13 XBB.1.5.25 XBB.1.5.49 XBB.1.5.39 XBB.1.5.8 XBL FL.2 FL.3 XBB.1.7 FE.1 XCC XBB.1.9.1 XBB.1.5.13 FG.3 XBB.1.5.38 XBB.1.5.10 XBB.1.5.34 XBB.1.4 EK.3 BQ.1.24 XBG BQ.1.21 XBB.1.5.37 BA.5.1.38 B.1.489	0.01960780 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.01585188 0.00763359 0.00492611 0.00174149 0.00117440 0.00105638 0.00103530 0.00101863	0.6929167790875298	4.969401063438451
WK111-4249	[('Undetermined', 1.00)]	Undetermined	1.00	-1	-1
WK111-4250	[('Omicron', 0.9830054599554136)]	BE.13 BA.4.1.2 BE.9 BE.11 BA.5.3.5 BA.5.6.3 BA.5.11 BA.5.5 BA.5.3.4 BA.5.3.3 BA.5.6 BF.24 BW.1 BA.5.5.2 BA.5.5.3 BA.5.6.2 XAV BA.5.3 CA.7 BF.36	0.38887287 0.14285700 0.05401575 0.05401575 0.03351268 0.03351268 0.03351268 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.02177334 0.00208715 0.00111212	0.18766455626673376	1.9496371601511555
